author,number_titles,id
Behzad Akbarpour,1,74258
José Luis Martín Martín,1,74259
P. Babu Anto,1,74260
Fiona Maciver,1,74261
F. Díaz del Río,1,74262
John G. McWhirter,1,74263
Marcel Hendrix,1,74264
Konstantinos Ampountolas,1,74265
Jakub Kanis,1,74266
Minh Tu Pham,1,74267
Yuzaimi Yunus,1,74268
Roy M. Knapp,1,74269
Jean Millerat,1,74270
Frédéric Lardeux,1,74271
Reinhard Wolfinger,1,74272
Zhe Shan,1,74273
Alexey Dmitrievich Yashunsky,1,74274
Junghee Park,1,74275
Vandana Kabilan,1,74277
Toyofumi Maetani,1,74278
Andrew Lum,1,74279
Byungsang Kim,1,74280
Shou Kang Wei,1,74281
Mark G. Simkin,1,74282
Nikolai Butorin,1,74283
Stephan Rühl,1,74284
Guiping Liu,1,74285
Michael Dom,1,74286
Okkyung Choi,1,74287
Toshihito Fujiwara,1,74288
Javier Alfonso-Cendón,1,74289
Vasile Rus,1,74290
Kent L. Norman,1,74291
Rasmus Løvenstein Olsen,1,74292
Adrian Atanasiu,1,74293
Jakob Mauss,1,74294
Olivier Togni,1,74295
David N. Jansen,1,74297
Kumar Nitesh,1,74298
Tomoki Ura,1,74300
Lawrence A. Hornak,1,74301
Prabhakar Raghavan,1,74302
Jure Mijić,1,74303
Jacques D. Fleuriot,1,74304
Jose-Miguel Pulido,1,74305
Hannu Toivonen,1,74306
X. F. Li,1,74307
Andrey Shadrin,1,74309
Jayanth P. Mysore,1,74311
Marc Quincapoix,1,74312
Jonghyuk Kim,1,74313
Richard H. F. Jackson,1,74314
Hikaru Fujiwara,1,74316
Jing Chen,1,74317
Heather A. Loosemore,1,74318
Hannah Kastein,1,74320
S. H. Oh,1,74321
Peter Vorderer,1,74322
Bart Verheecke,1,74324
Joy Mustafi,1,74325
Bole Shi,1,74326
Jerome Ajot,1,74327
Soo Hyun Park,1,74328
Wenhui Zhou,1,74329
L. P. Phillips,1,74330
Raffaella Brambilla,1,74331
Parth Shah,1,74332
Swaroop Joshi,1,74333
Wm. Joshua Russell,1,74334
J. Carver Hill,1,74335
Akio Saiura,1,74336
Lars Asplund,1,74337
Mohammad Abdollahpouri,1,74338
Bruno Buchberger,1,74339
Luca Colasanti,1,74340
L. Lazareck,1,74341
Yang Xin,1,74342
Shane Markstrum,1,74343
Jenny McDonald,1,74344
Robert W. Scheifler,1,74345
Harold Wolpe,1,74346
Mat Cook,1,74347
Idawaty Ahmad,1,74348
Dmitry Boulytchev,1,74349
Merle S. King,1,74350
Linda Moonen,1,74351
Wei-Min Shen,1,74352
Don Stewart,1,74353
Lihua Song,1,74354
Pavel Smetana,1,74355
Sonal Singhal,1,74357
Sven Stork,1,74358
Sibren Isaacman,1,74359
Jan Böhm,1,74360
Aditya Vikram Sunderam,1,74361
Giovanna Pacini,1,74364
Jianping Yong,1,74365
Juan J. Sanchez,1,74366
Susanna Thomas,1,74367
Liguang Yang,1,74369
Alexander Nill,1,74370
Yin Ding,1,74371
Pinar Heggemes,1,74372
Adrian Francalanza,1,74373
Zeyu Shen,1,74374
Matthew Greenberg,1,74375
Licia Lenarduzzi,1,74376
Mayuresh J. Patil,1,74377
Charles Remeikas,1,74378
Paul W. Smith,1,74379
Hitoshi Kitazawa,1,74381
Indra Narayan Kar,1,74382
Prasad Vinod,1,74383
Urszula Boryczka,1,74384
Christopher L. Wolfe,1,74385
Berny Wind,1,74386
Assaf Naor,1,74387
Benjamin Monmege,1,74389
Fabio M. Chiussi,1,74390
Yeliz Yesilada,1,74391
Yuriy Rytsar,1,74392
Klaus Buchenrieder,1,74393
Chuan Fong Shih,1,74394
M. Reid,1,74395
Ilya Sutskever,1,74396
Saleem Ameen,1,74397
V. Sandeep,1,74398
Jyoti Pareek,1,74399
S. Sri Ranjani,1,74400
Krishnendu Guha,1,74401
Wim Van Paesschen,1,74402
Tomofumi Hikage,1,74403
David Canca,1,74404
Yongxiang Sim,1,74405
Matthew R. Lewis,1,74406
Elisa Capello,1,74407
Louise Stark,1,74408
Edward S. Walter,1,74409
Sheng-Guo Wang,1,74410
Y. S. Ahn,1,74411
Liping Qian,1,74413
Mikhail Kourjanski,1,74414
Sun Bae Lim,1,74415
Javier Ramírez 0001,1,74416
Jinyong Jo,1,74417
Surath Raj Mitra,1,74418
Tomomi Matsui,1,74419
Arrigo Frisiani,1,74420
Yousuke Oda,1,74421
Qiongxiang Huang,1,74422
T Rafael de Sousa,1,74423
Samir Hasan,1,74424
Jon Leydens,1,74425
Young-Uhg Lho,1,74426
Xiao Jiang,1,74427
Ettore Pietrosanti,1,74428
Irena Galic,1,74429
Michael W. Fleming,1,74430
Mark Green,1,74431
Ghassan Aouad,1,74433
Glenn Bruns,1,74434
Pavel Salimov,1,74435
Florent Bourgeois,1,74436
Kenneth Hullett,1,74437
Beat Ammon,1,74438
Timothy J. Smyth,1,74439
Daria Walukiewicz-Chrząszcz,1,74442
Susan Howard,1,74443
Earl J. Bell,1,74444
Sang Wook Kim,1,74445
Iñigo Monedero,1,74446
Robert Kroeger,1,74447
Peter Bernus,1,74448
Chongqing Zhao,1,74449
Herman J. Haverkort,1,74450
Bert Coessens,1,74451
Massimo Rundo,1,74452
Yury E. Mitelman,1,74453
Christos Makris,1,74454
Steffen Görzig,1,74455
Michał Śmiałek,1,74456
Jan Švec,1,74457
Kosta Došen,1,74458
Carlos Gregorio Rodríguez,1,74459
Vincent Guigue,1,74460
M. Divya Sai,1,74461
Siva Sankara Sai S,1,74462
Ben Cohen,1,74463
Josh Benaloh,1,74464
Xiangxue Li,1,74465
Jorn Lapon,1,74466
Sergio Hernandez-Marin,1,74467
Vincent Robert,1,74468
Hee-Sok Park,1,74469
Philipp Koehn,1,74470
J.-C. Laleuf,1,74471
Miryam de Moraes,1,74472
Christopher W. V. Hogue,1,74473
Tingting Rachel Chung,1,74474
Steve Linton,1,74476
Andrew M. Olson,1,74477
Marco Aurélio Spohn,1,74478
Pantaleón D. Romero,1,74479
Christine Laurendeau,1,74480
Pamela E. Constantinou,1,74481
Michael Stout,1,74482
Ross D. King,1,74483
Tianzi Jiang,1,74484
Suyoung Chi,1,74485
C. R. Hill,1,74486
Michel Babri,1,74487
Daniel Geist,1,74488
Jens Wille,1,74489
George Hagen,1,74490
G. Gunaraj,1,74491
Rolf Johansson,1,74492
Rahul Rai,1,74494
Malcolm A. MacIver,1,74495
Kenneth J. Wright,1,74496
Jean-Pierre Thomesse,1,74497
Peter J. Dickinson,1,74498
Qingyuan Bai,1,74499
Bill Aiello,1,74500
Ana Piquer,1,74501
Sol M. Shatz,1,74502
Kanika Garg,1,74503
Radha Kokare,1,74504
César Augusto Álvarez Vargas,1,74505
Karen J. Rothermel,1,74506
Dharmraj V. Ghodke,1,74508
Byung-Gon Chun,1,74509
Matthew Faulkner,1,74510
Wolfgang Marquardt,1,74511
Angel Groba,1,74512
George W. Logemann,1,74513
Kevin D. Wentzel,1,74514
Wei-Hao Wu,1,74515
Aniket Deshpande,1,74516
Liao-Yuan Ye,1,74517
Kinshuk,1,74518
Chongyi Yuan,1,74519
T. J. Emerson,1,74520
Tae-Hoon Lee,1,74521
Kee-Won Kim,1,74522
Dahua Lin,1,74523
Bent Hulegaard Jensen,1,74524
Yongxin Zhao,1,74525
Kwang-Hee Han,1,74526
Helena Szczerbicka,1,74527
Hung-Shiuan Liau,1,74528
Silvio Giove,1,74529
Lorea Gómez,1,74530
Verda Kocabas,1,74531
V. M. Lekshmy,1,74533
Adam Schroeder,1,74535
J. C. Tiernan,1,74536
Niina Mallat,1,74537
Devin Chollak,1,74538
Senya Kiyasu,1,74539
S. Patel,1,74540
Michael Dittenbach,1,74541
Pieter B. T. Neerincx,1,74542
Marko Txopitea,1,74543
Judith Holler,1,74544
Rolando Bianchi Bandinelli,1,74545
Alkis Simitsis,1,74546
Andreas Sewe,1,74547
Jyotirmoy Karjee,1,74548
Andrew Shallue,1,74549
P. Pushpa,1,74550
C. Michael Overstreet,1,74552
Weijian Wan,1,74553
Michael Hadjimichael,1,74554
Susan E. George,1,74556
Sylvain Pitre,1,74557
Michael Liveright,1,74558
Barbara Ryan,1,74559
Seung-Jung Shin,1,74560
Robert van Gent,1,74561
Christos Siaterlis,1,74562
Surendra Singh Choudhary,1,74563
Ahmed Ramadan,1,74565
Javad Mohammadpoury,1,74566
André Lourenço,1,74567
King Wai Chiu Lai,1,74568
Benoît Sagot,1,74569
Ryvo Octaviano,1,74570
Jürgen Taeger,1,74571
Pedro R. D’Argenio,1,74572
Marius Nagy,1,74573
Aditya Kotikalpudi,1,74574
Anna Maria Coves Moreno,1,74575
María Dolores Lozano,1,74576
Rami R. Razouk,1,74577
Dinesh Kumar Tyagi,1,74578
Min-Soo Jung,1,74579
Hamid Moeenfard,1,74580
Lars Braun,1,74581
Toshiyuki Yamada,1,74582
Camilla Zetterberg,1,74583
David J. Grymin,1,74584
Ulrich Klehmet,1,74586
Georgios Smaragdakis,1,74587
Myriam Regattieri Delgado,1,74588
Nabor C. Mendonça,1,74590
Sunita Sarawagi,1,74591
Sin Kuk Kang,1,74592
Richard D. Holowczak,1,74593
Xia Liu,1,74594
José Guimarães,1,74595
Mohammed Belkheiri,1,74596
Nagendra Prasad Pathak,1,74597
Jungwon Yoon,1,74598
Sai Vignesh T,1,74600
Alberto Marini,1,74601
Hilit Unger,1,74603
Hon-Man Ko,1,74604
Yutaka Hata,1,74605
Reinier Bröker,1,74606
Karsten Lüth,1,74607
Wanqing Tu,1,74608
Jiwanjot Kahlon,1,74609
Anatoly Akkerman,1,74610
Ian F. Blake,1,74611
Joan Davis,1,74612
Kamuran Turksoy,1,74613
Tsuyoshi Ito,1,74614
Ronald C. Read,1,74615
Basilis Mamalis,1,74616
Gisela Pujol,1,74617
Peter Bailis,1,74618
Zhang Xiong,1,74620
Roney Cordenonsi,1,74622
David Mann,1,74623
George Barreto Bezerra,1,74624
Xinglong Zhu,1,74625
Roberto Giacobazzi,1,74626
M. J. Morgan,1,74627
Jafreezal Jaafar,1,74628
Christina Merten,1,74629
Ben O'neil,1,74630
Carl Frélicot,1,74631
Parimala Thulasiram,1,74632
Eka Novita Sari,1,74633
Cicero Torteli,1,74634
Tomoyuki Kamiya,1,74635
Franz J. Kurfess,1,74636
Guenter Hommel,1,74637
Timothy J. Shimeall,1,74638
Ivo Stegmann,1,74640
Sopak Chaichana,1,74641
Sourav Pramanik,1,74643
Yoni Nazarathy,1,74644
C. Ferone,1,74645
L. L. Larmore,1,74646
Roman Stocker,1,74647
Tsung-Chuan Huang,1,74648
Hans-Martin Niederer,1,74649
Virendra Singh Shekhawat,1,74650
Martin Horauer,1,74651
Javier Larrosa,1,74652
Michele Luglio,1,74653
Juris Borzovs,1,74654
Daniel Moisés Sáez Rivera,1,74655
Gerald V. Post,1,74657
Bo Petterson,1,74658
Thomas Strasser,1,74659
Benson Perry,1,74660
Alain Beaulieu,1,74661
Claus Weihs,1,74663
Jonathan H. Connell,1,74664
Joost van de Weijer,1,74665
Xiaowei Li,1,74666
Dan Meng,1,74667
André Leier,1,74668
Chethan Chithapuram,1,74669
Yuan-Chi Chang,1,74670
William Butera,1,74671
David Martins de Matos,1,74672
Nicolas Normand,1,74673
M. Rajaram Narayanan,1,74674
Jemal H. Abawajy,1,74675
Javier Bazzocco,1,74676
J. Garcia,1,74677
Attila Vidács,1,74678
Phuong Viet Xuan Tran,1,74679
Eric Schulte Nordholt,1,74680
Krishna S. Nathan,1,74681
Bo Man Kim,1,74683
Passent El-Kafrawy,1,74684
Andre Zuquete,1,74685
R. Erichsen,1,74686
A. Kannammal,1,74687
Xiaoyang Sean Wang,1,74689
Zohair Chentouf,1,74690
Y. Li,1,74691
Andrea Gozzi,1,74692
Maria de F. Q. V. Turnell,1,74693
M. Alirezaei,1,74694
Zoran Skocir,1,74695
Miroslav Tuma,1,74696
Luca Mascetti,1,74697
Adam Meyerson,1,74698
Ryusuke Konishi,1,74700
Gregory O'Keefe,1,74701
Gang Qu,1,74702
Patrice Torguet,1,74703
Savvas G. Loizou,1,74704
Shin Takeuchi,1,74705
Emanuela B. Silva,1,74707
Andy Clarke,1,74708
Suratose Tritilanunt,1,74709
Roland Ossmann,1,74710
M.J.J. Ammerlaan,1,74711
Jong Suk Ahn,1,74712
Aihong Qin,1,74714
David W. Digby,1,74716
Douglas J. Ierardi,1,74717
J.A. Noble,1,74718
Maria Makarov,1,74719
Günter Gans,1,74720
Uday Jain,1,74721
Joy Wei He,1,74722
Marcela Printista,1,74723
Supannika Koolmanojwong Mobasser,1,74724
Weihong Han,1,74725
Tor Sørevik,1,74726
Anna Slobodová,1,74727
Monica Tentori,1,74728
G. Lo Brutto,1,74729
Mohd Saufee Muhammad,1,74730
Daniel Ochoa Donoso,1,74732
Sindolfo Miranda,1,74733
Sathyanarayanan Rangarajan,1,74734
Zhenqiang Bao,1,74735
Sreeparna Banerjee,1,74736
Heung Wing Joseph Lee,1,74738
Shaon Barman,1,74739
Altamir Dias,1,74740
Dilip Antony Joseph,1,74741
Loveleena Bansal,1,74742
Saskia Janssens,1,74743
泰寛 山田,1,74744
Nasser Vali,1,74745
Dan J. Smith,1,74746
Mingyue Ding,1,74747
Yuh-Feng Hsu,1,74749
Frank Dévai,1,74750
Josef Behringer,1,74752
Zongkai Yang,1,74753
David C. Asjes,1,74754
Marco Di Natale,1,74756
Jonathan Protzenko,1,74757
Ceyhun Araz,1,74758
Cornelia Kappler,1,74760
Federico Fariña,1,74761
Mihaela Ion,1,74762
Yiorgos Ntarladimas,1,74763
Morris Filippi,1,74765
Jarosław Jurowicz,1,74766
Rene D. O. Pereira,1,74767
Priya Rani,1,74768
Pascual Perona,1,74770
Alan B. Arehart,1,74771
Steven Tuecke,1,74773
Hans H. Gregerson,1,74774
Fábio Zschornack,1,74775
Nilanjan Gantait,1,74778
Jörn Freiheit,1,74779
Guntram Graef,1,74781
Thomas Gaube,1,74782
Weili Hu,1,74783
Christian Koncilia,1,74784
Kathrin Herbig,1,74785
Angi Voß,1,74786
S. Hendricx,1,74787
Hak Joon Kim,1,74788
Miguel Rivas-Aviles,1,74790
Cornelia Boldyreff,1,74791
Philippe Jacquet,1,74792
Zohreh Azimifar,1,74793
Daniel Rocacher,1,74794
Daniel J. Crichton,1,74795
Ashkan Amirsadri,1,74799
Ellis Miller,1,74800
Roberto Montemanni,1,74802
Yezid Donoso,1,74803
M. Godoy Simoes,1,74804
Sangmin Bae,1,74805
Nicholas Sawadsky,1,74806
James Hamilton,1,74807
Tongtong Leng,1,74808
François Coallier,1,74809
Suqing Han,1,74810
Michael A. Palis,1,74811
Luc Hoegaerts,1,74812
Soumyajyoti Banerjee,1,74813
Ibrahim Khalil,1,74814
Amar Kaswan,1,74817
Mithun Harkara,1,74818
Lien-Fa Lin,1,74819
Stefan Triller,1,74820
Marcus Hardt,1,74821
Ana Petricic,1,74823
Ming Ouyang,1,74824
Alexandre Krivoulets,1,74825
Frank Siegemund,1,74826
Olga C. Santos,1,74827
Stella Paschalidou,1,74828
Xianlong Jin,1,74829
Li Zhong,1,74831
Nam-Rye Son,1,74832
Andrea Lodi,1,74833
Yuelei Xu,1,74834
Koji Hino,1,74835
Mi Seon Park,1,74837
Hae Young Kim,1,74838
Alexander Kalmuk,1,74839
Junichi Hashimoto,1,74840
Hiroshi Koide,1,74841
James H. Hill,1,74843
Serena Morigi,1,74844
Rui Zhou,1,74845
Alberto Elfes,1,74846
Vivekanand Tiwari,1,74847
Renate Sitte,1,74848
Linda Bird,1,74849
Peter Li,1,74850
Sam S. Adams,1,74852
Ji Zheng,1,74854
Ken Higuchi,1,74855
Soon-Mi Lee,1,74856
Renaud Marlet,1,74857
Terje Gjøsæter,1,74860
Inés Pederiva,1,74861
Ziming Zheng,1,74862
Rachid Deriche,1,74863
Natalia Miettinen,1,74864
Jiping Zhou,1,74865
Reynald Affeldt,1,74866
Raimund Leitner,1,74867
Akihito Nakamura,1,74868
L. Ingolotti,1,74869
Henrik Kessler,1,74870
Amanda Lunt,1,74872
David Patterson,1,74873
Orcun Goksel,1,74874
Donghun Jo,1,74876
Olaf Krzikalla,1,74877
Yongxia Zhou,1,74878
L. Reis,1,74880
Michael Kölling,1,74881
Marek Vokáč,1,74882
Pablo I. Hurtado,1,74883
Lassi A. Liikkanen,1,74884
Toshiyuki Ohtsuka,1,74885
Antonietta Grasso,1,74886
Yuji Aruka,1,74887
Ding-Sou Chen,1,74888
Wang Wei-wei,1,74890
Sudhamsu Mylavarapu,1,74892
Serguei Gaissaryan,1,74893
Divya Bansal,1,74894
Gennady A. Leonov,1,74895
Yoichiro Kajihara,1,74896
G. King,1,74897
Mojdeh Mohtashemi,1,74898
Mina Ranjbaran,1,74899
Richard Ostrowski,1,74901
Walter Karten,1,74902
William G. Poole,1,74903
Daniel R. Hackner,1,74904
Antonio Guzmán,1,74905
Rupali D. Patil,1,74906
Francois Pacull,1,74907
Tal Zarsky,1,74908
Eirik Rosnes,1,74910
Boumediene Hamzi,1,74911
Venkatesh Rajendran,1,74913
Manuela Montangero,1,74914
Daoheng Yu,1,74916
Matteo Razzanelli,1,74917
Letu Yang,1,74918
Foued Melakessou,1,74919
Jean-Baptiste Jeannin,1,74920
Michael Hamilton,1,74921
Mingfeng Zhang,1,74922
Li-Mei Peng,1,74923
Edward Chan,1,74924
Jian-Cong Bai,1,74925
Silvano Vergura,1,74926
Markus Suing,1,74928
Ulrike Krewer,1,74930
Christopher F. Joerg,1,74931
Odysseas Papapetrou,1,74933
Katherine M. Jamerson,1,74934
Annette Schelten,1,74935
Pascal Raymond,1,74936
Axel Rauschmayer,1,74937
Stefan L. Walch,1,74938
Arvind S. Adimoolam,1,74940
Yusuf Tambag,1,74941
Gene A. Bunin,1,74943
Francisco Nava,1,74944
Abdelaziz Terchi,1,74945
Kevin J. Bowers,1,74946
Musard Balliu,1,74947
James F. O'Brien,1,74948
Gianni A. Di Caro,1,74949
Joo-Kyung Kim,1,74950
Matthias Berking,1,74951
Qianjin Guo,1,74952
Dániel Fogaras,1,74953
Seyed Shams Feyzabadi,1,74954
Danae Stanton Fraser,1,74955
Nicolas Delestre,1,74956
Piotr Odya,1,74958
K. Umeda,1,74959
Evelyn Eastmond,1,74960
Leonidas Palios,1,74961
Katsuhiko Sato,1,74962
Pete Burnap,1,74963
Zhijun Liu,1,74964
Haitao Wang,1,74966
Lesley R. Matheson,1,74967
Arne A. Nilsson,1,74968
Christopher Poile,1,74969
Fredrik Tomer,1,74970
Teresa Mallardo,1,74973
Michał Chlebiej,1,74974
Tse-Hsin Liu,1,74975
Furkh Zeshan,1,74976
Riko Jacob,1,74977
Eduardo Wenzel Brião,1,74979
Fridrich Sloboda,1,74980
Josef Svenningsson,1,74981
B. Shapiro,1,74983
Tae Hyung Kim,1,74984
Wolfgang Macherey,1,74985
Maki Miyake,1,74986
Sven Leyffer,1,74987
Wenze Shao,1,74988
Véronique Masson,1,74989
M.N.S. Swamy,1,74990
Christian Condevaux-Lanloy,1,74991
Jihène Rejeb,1,74992
Jianqiu Mu,1,74993
Paul J. Voda,1,74994
Bastian Braun,1,74995
Richard O. Day,1,74997
Naseeb Ahmed Adnan,1,74998
Harald Rønneberg,1,74999
Stephen W. Thomas,1,75000
J. Michael Pearson,1,75001
Fabio Ruggiero,1,75002
Renato O. Stehling,1,75003
Yuns Oh,1,75004
David Feng,1,75005
N. D. Hatziargyriou,1,75006
Ray Carroll,1,75007
José Incera,1,75008
Sara Tucci-Piergiovanni,1,75009
Ralph Goeckelmann,1,75011
Lars Linsen,1,75013
Norzaliha Mohamad Noor,1,75014
Luis Fernando Castillo,1,75016
Fei-Yue Wang,1,75017
Heyong Wang,1,75018
Andrew Lusk,1,75019
Oleg Frantskevich,1,75020
Thomas Bartz-Beielstein,1,75021
Margaret L. McLaughlin,1,75022
Mao-Chiao Weng,1,75023
Kanishka Ganguly,1,75024
Yusuke Sugimoto,1,75025
Ashish Khisti,1,75026
Ramin Sadre,1,75027
Kongyu Yang,1,75028
Peter Teufl,1,75029
J. Nevil Brownlee,1,75030
Liyu Li,1,75031
Ching-Shih Tsou,1,75033
Jean-Hugues Réty,1,75034
Yaoyun Shi,1,75035
S. K. Gupta,1,75036
Michael Ian Shamos,1,75037
Kostas Pentikousis,1,75038
Oliver-Rainer Düsterhöft,1,75040
Thomas B. Cowin,1,75041
M. Ardaiz,1,75042
Phil-Jung Kim,1,75043
Xiaoli Zhou,1,75045
Ted E. Lee,1,75046
Tom Kehler,1,75047
Dmitrii Rachinskii,1,75048
Brigid Barron,1,75049
James A. Olson,1,75050
Peter J. Schüffler,1,75051
Peter Raynor-Smith,1,75053
Carlo Laudanna,1,75054
Niels Birbaumer,1,75056
Emre Oto,1,75057
Enamul Karim,1,75058
Hidetoshi Ueno,1,75059
Martin Wieser,1,75060
Mohsen Zamani Fekri,1,75061
Ruslanas Ditkevicius,1,75062
Hyunseung Yang,1,75063
Ben Mittman,1,75064
Jing-Hua Guan,1,75065
Jonas Kuschel,1,75066
Mohitkumar A. Joshi,1,75068
Tomasz Tadeusz Gorecki,1,75069
Joseba Andoni Agirre,1,75070
T. Martin,1,75071
J. John,1,75072
Et. Esfahani,1,75073
Ioannis A. Maraziotis,1,75074
Frank Delcoigne,1,75075
Vesna Minĉev,1,75076
Edward James Schofield,1,75077
Salla Ruosaari,1,75078
Vincent van der Leest,1,75080
Steven Homer,1,75081
Anoop V.S,1,75082
Martin Roth,1,75083
Luis T. Aguilar,1,75084
Jera Hensel,1,75085
Teng Lv,1,75086
"Fatemah \"Mariam\" Zahedi",1,75087
Peter M. Kogge,1,75088
Imran A. Pirwani,1,75089
I-Hsuan Peng,1,75090
Herbert Dobbs,1,75091
Hans Matheis,1,75092
Mazda Ahmadi,1,75093
Weihua Yi,1,75094
Gregor Joeris,1,75095
Ping Lu,1,75096
Oliver Moser,1,75097
Feifei Ma,1,75098
Peter Tippett,1,75100
Wenxing Zhu,1,75101
M. Kuroda,1,75102
Piotr Prokopowicz,1,75103
Yoni De Mulder,1,75104
Andrei Paskevich,1,75105
Roger A. Coldwell,1,75106
Wei-Chun Tseng,1,75107
Venkatesan Guruswam,1,75109
Yagiz Onat Yazir,1,75110
Asbjørn Følstad,1,75111
Upendra Ghintala,1,75112
Przemyslaw Stpiczynski,1,75113
James R. Lee,1,75114
Lil Valentin,1,75115
Scott L. Schneberger,1,75116
Wen-Chang Chang,1,75117
Meirui Ren,1,75118
Genci Tallabaci,1,75120
Thomas Delahunty,1,75121
Makoto Taiji,1,75122
Jianchang Yang,1,75123
Kamran Sayrafian-Pour,1,75124
Robert Courts,1,75125
P. Perejon,1,75126
Masami Yasuda,1,75127
Philippe Tarroux,1,75128
Ben Bradshaw,1,75129
Hiromitsu Hatazawa,1,75130
Dmitry Koznov,1,75131
Truong Quoc Dung,1,75133
Bogdan Groza,1,75135
Constantin Orasan,1,75136
Marit Limstrand,1,75137
Maria Teresinha Arns Steiner,1,75138
Elton N. Mathias,1,75140
Sandra Huerter,1,75141
Michel Couprie,1,75142
Gerrit Einhoff,1,75143
Raymond G. Cosine,1,75144
Hee Seop Han,1,75146
Alireza Bagheri,1,75147
Sateesh Reddy,1,75148
Mathieu Becus,1,75149
Oded Shmueli,1,75150
Arturo Carpi,1,75151
Theresa Lehner,1,75152
Oscar David Robles,1,75153
Osni Marques,1,75154
Anirban Mazumdar,1,75155
K. N. Ramachandran Nair,1,75156
Hamed Yaghoubi Shahir,1,75157
Ju-Seung Lee,1,75158
Kim A. Stelson,1,75159
Vishal Shahi,1,75160
Leon Crosby,1,75161
Ross A. Overbeek,1,75162
Claudio E. Palazzi,1,75163
Melanie Bouroche,1,75164
Gene Novark,1,75165
Guangyi Chen,1,75166
A. Bourjault,1,75167
Todd Thorsen,1,75168
Bert-Jan van Beijnum,1,75169
Walter Oberschelp,1,75170
Zhengyu Liu,1,75172
Daniel Reidenbach,1,75173
Kelly A. Lyons,1,75174
Larry E Rittenhouse,1,75175
François Quitin,1,75176
Tomasz Blanc,1,75177
Jon Doyle,1,75178
James A. Reggia,1,75179
Rafael Molina,1,75180
Larry W. Swanson,1,75181
Lok Ming Lui,1,75182
Dilip Kumar Krishnappa,1,75184
Feng Shao,1,75185
Tihomir Orehovački,1,75186
Toby Sharp,1,75187
Kevin Zhu,1,75188
Changqin Huang,1,75189
Soojung Lee,1,75190
Ramzi Ben Salah,1,75191
Guido P. Bakema,1,75192
Shigang Chen,1,75193
Thiruvengadam Radhakrishnan,1,75195
William H. Mansfield,1,75196
Larry Pryor,1,75197
Deanna Needell,1,75198
Nobuki Tokura,1,75199
Sasanka Sekhar Dash,1,75200
Joseph Bergin,1,75201
Sze Hong Teh,1,75202
Weining Kong,1,75203
Ronny Tittoto,1,75204
Michal M. Sówka,1,75206
Tilman Gloetzner,1,75207
Jun Kasagi,1,75208
Eunseuk Oh,1,75209
Lakshmi N. Chakrapani,1,75211
Yoichiro Maeda,1,75212
Hironori Oka,1,75213
Lang Tong,1,75214
Yinan Yang,1,75215
Shenkang Wang,1,75216
Frédéric Vexo,1,75217
Mark K. Transtrum,1,75219
Yongdong Wu,1,75220
B. Yadav Surya,1,75221
Luis J. Yebra,1,75222
Mattias Grönkvist,1,75223
Kiyoko Tanaka,1,75224
Deep Medhi,1,75225
Inmaculada Hernáez,1,75226
Luca Compagna,1,75227
Akira Terui,1,75229
Michel Hassenforder,1,75230
Marco Macchia,1,75231
Clemens Wagner,1,75232
Dilip Kumar Limbu,1,75233
Phil Milliman,1,75234
Michael Rill,1,75235
Vincent John Mooney,1,75236
Yi-Yuan Tang,1,75238
Emmanuel Schneider,1,75239
Feng Wu,1,75240
Lucelene Lopes,1,75241
Alan A. Bertossi,1,75242
John H. G. van Groningen,1,75243
Xiaofan Chen,1,75244
James Biggs,1,75245
Andrea Zanella,1,75246
Congle Zhang,1,75247
Amit Someshwarrao Rodge,1,75248
Peter Hall,1,75249
Robson Braga Araújo,1,75250
Mayank Saksena,1,75251
Tingting Qin,1,75252
Jiexun Li,1,75253
Deepak Kothari,1,75254
Sybille Pellieux,1,75255
Pasquale Pagano,1,75256
Dongsoo Kim,1,75257
S. Bruce Dowton,1,75258
I. Hal Sudborough,1,75259
Xiang-Jun Fu,1,75260
Yinan Jing,1,75261
Risto Lintinen,1,75263
Yousra Bendaly Hlaoui,1,75264
Jan Magott,1,75265
Zhenhua Zou,1,75266
Weizhong Yan,1,75267
Justin Thaler,1,75268
Baotong Cui,1,75269
Soo-Tae Kwon,1,75270
Masoud Babakhani,1,75271
Chirag N. Modi,1,75272
Hayat Benkhelifa,1,75273
Mihai Nadin,1,75274
Tom Heskes,1,75275
Sally Rice,1,75276
B. S. Raghavendra,1,75277
Weikun Sun,1,75278
Marita Enge,1,75279
Alexander A. Kist,1,75280
Rafael Ventura,1,75281
Fernando Buarque de Lima Neto,1,75282
Andrea C. Mennucci,1,75283
Marcus O. Watson,1,75285
Mark B. van der Zwaag,1,75286
Yannis Bakos,1,75288
Anish Narang,1,75289
Edward McCall,1,75291
Duncan Jones,1,75292
Francesco Vitobello,1,75294
C. T. Mong,1,75295
Sandra Jones,1,75296
Jon J. Brewster,1,75297
John Gray,1,75298
Zoya Svitkina,1,75299
C. V. Ravi,1,75300
Kanahori Toshihiro,1,75301
Anthony Winstanley,1,75302
Sapon Tanachaiwiwat,1,75304
Hans-Rüdiger Pfister,1,75305
Vwani P. Roychowdhury,1,75306
Shai Fine,1,75307
Boris Rohal'-Ilkiv,1,75308
Carl G. Davis,1,75310
Mark S. Squillante,1,75311
Jeroen Vendrig,1,75312
Plamen Daskalov,1,75313
Fabrizio Perin,1,75314
V. Fourcassié,1,75315
Emilie Lundin-Barse,1,75317
Daniel Moldovan,1,75319
G. V. Nadiammai,1,75320
